0,-1,1978,1306,80,234,0.9977177381515503,-1,-1,-1,0
0,-1,2184,1978,142,150,0.9963906407356262,-1,-1,-1,1
0,-1,2402,984,90,148,0.9954407215118408,-1,-1,-1,0
0,-1,2640,1432,124,320,0.9952989220619202,-1,-1,-1,2
0,-1,1968,1970,124,156,0.9950114488601685,-1,-1,-1,1
0,-1,2090,1988,108,138,0.9947242140769958,-1,-1,-1,1
0,-1,2826,1278,80,226,0.9913836717605591,-1,-1,-1,1
0,-1,2748,1088,84,230,0.9831368327140808,-1,-1,-1,1
0,-1,672,1916,152,176,0.977763295173645,-1,-1,-1,1
0,-1,3096,1354,118,286,0.9752103090286255,-1,-1,-1,2
0,-1,3210,1164,72,230,0.9750542044639587,-1,-1,-1,1
0,-1,2324,1972,108,150,0.9679827094078064,-1,-1,-1,1
0,-1,1306,1946,120,142,0.9652710556983948,-1,-1,-1,1
0,-1,3174,1888,136,152,0.9590409994125366,-1,-1,-1,1
0,-1,2780,1970,140,188,0.9569960236549377,-1,-1,-1,1
0,-1,1740,1950,140,172,0.9423666596412659,-1,-1,-1,1
0,-1,316,1838,94,166,0.9387619495391846,-1,-1,-1,1
0,-1,1710,1780,102,124,0.9354356527328491,-1,-1,-1,1
0,-1,2926,1958,190,198,0.9330030679702759,-1,-1,-1,1
0,-1,504,1952,212,202,0.9217914342880249,-1,-1,-1,1
0,-1,3648,1156,74,190,0.9164869785308838,-1,-1,-1,1
0,-1,3030,1930,142,118,0.9099227786064148,-1,-1,-1,1
0,-1,2548,1096,86,264,0.8909044861793518,-1,-1,-1,1
0,-1,2606,1206,70,230,0.8903974294662476,-1,-1,-1,1
0,-1,896,2008,86,74,0.8846395015716553,-1,-1,-1,1
0,-1,1144,2010,80,90,0.8837038278579712,-1,-1,-1,1
0,-1,1574,2058,118,92,0.8816897869110107,-1,-1,-1,1
0,-1,424,1866,92,152,0.874109148979187,-1,-1,-1,1
0,-1,980,1978,82,114,0.8730288147926331,-1,-1,-1,1
0,-1,1034,1994,102,102,0.8691115379333496,-1,-1,-1,1
0,-1,214,1870,118,260,0.8521699905395508,-1,-1,-1,1
0,-1,160,1266,84,158,0.8268977999687195,-1,-1,-1,1
0,-1,3500,1158,76,220,0.8058618903160095,-1,-1,-1,0
0,-1,96,1324,76,116,0.7757194638252258,-1,-1,-1,1
1,-1,1978,1306,82,234,0.9968037605285645,-1,-1,-1,0
1,-1,2184,1978,142,150,0.9963635802268982,-1,-1,-1,1
1,-1,2640,1430,120,316,0.9955483675003052,-1,-1,-1,2
1,-1,2400,984,94,148,0.9953664541244507,-1,-1,-1,0
1,-1,1968,1970,124,156,0.9948764443397522,-1,-1,-1,1
1,-1,2090,1988,108,138,0.9945960640907288,-1,-1,-1,1
1,-1,2822,1278,84,226,0.9917166829109192,-1,-1,-1,1
1,-1,2732,1092,100,220,0.9885355830192566,-1,-1,-1,1
1,-1,3092,1356,114,286,0.9871962070465088,-1,-1,-1,2
1,-1,3208,1166,74,226,0.9838939309120178,-1,-1,-1,1
1,-1,672,1916,152,174,0.9776816368103027,-1,-1,-1,1
1,-1,2320,1970,112,150,0.9683064222335815,-1,-1,-1,1
1,-1,2778,1972,142,184,0.9670068025588989,-1,-1,-1,1
1,-1,1308,1944,118,142,0.9621912240982056,-1,-1,-1,1
1,-1,3176,1888,134,152,0.9606898427009583,-1,-1,-1,1
1,-1,2924,1960,190,196,0.9422609210014343,-1,-1,-1,1
1,-1,1740,1950,138,172,0.9372808337211609,-1,-1,-1,1
